ComponenteCurricular;Eixo;UTE;SABER;APR
"Educação Digital";"O educando e as tecnologias";"CIÊNCIA, CULTURA, TECNOLOGIAS E SOCIEDADE (CCTS)";"Identificar e refletir sobre os processos de desenvolvimento tecnológico, compreendendo aspectos sócio-históricos que favoreçam a manutenção, a substituição e a criação de novos recursos. (continuação) Identificar quais tecnologias estão presentes em determinados objetos da vida cotidiana, reconhecendo seus materiais constituintes e sua evolução ao longo da história.";"Explorar diferentes tecnologias e recursos digitais (multimeios, animações, jogos eletrônicos, gravações em áudio e vídeo, fotografias, softwares etc.) nos processos de criação artística contemplando diferentes matrizes estéticas e culturais."
"Educação Digital";"O educando e as tecnologias";"CIÊNCIA, CULTURA, TECNOLOGIAS E SOCIEDADE (CCTS)";"Identificar e refletir sobre os processos de desenvolvimento tecnológico, compreendendo aspectos sócio-históricos que favoreçam a manutenção, a substituição e a criação de novos recursos. (continuação) Identificar quais tecnologias estão presentes em determinados objetos da vida cotidiana, reconhecendo seus materiais constituintes e sua evolução ao longo da história.";"Debater e problematizar temas contemporâneos, velocidade da comunicação, veracidade da informação, segurança e exposição na internet no cuidado de si e do outro."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Nomear e identificar os dispositivos externos de hardware (mouse, teclado, câmera) percebendo-os como componentes periféricos que possuem finalidades específicas."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Nomear dados em dispositivos digitais de modo a melhorar a busca de informações."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Compreender, aplicar e criar formas para guardar documentos."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Realizar pesquisas simples utilizando o mecanismo de busca da internet."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Descrever e localizar aplicativos como diferentes tipos de software ou programas que realizam tarefas distintas."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Identificar os componentes de um dispositivo compu- tacional classificando-os em entrada, processamento e saída."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Identificar o conceito de algoritmo como uma sequência de passos ou instruções, por meio de símbolos, sinais ou imagens, de um programa ou de situações cotidianas."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Descrever um algoritmo compreendendo-o como uma sequência de instruções que pode ser executada e verificada por meio da depuração (teste de cada etapa)."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Criar algoritmos simples para alcançar determinadas metas."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Prever o resultado de algoritmos e identificar padrões de entrada/ saída."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Usar a tecnologia com autonomia para organizar o conteúdo digital com um propósito específico."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Refletir e reconhecer que os computadores não têm inteligência – eles apenas realizam o que é programado."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Identificar diferentes dispositivos digitais que apresentam inteligência artificial semelhante a um computador."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Reconhecer e identificar as diferenças entre a realidade virtual e suas interações com a vida cotidiana."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Experimentar diferentes formas de orientação no espaço (deslocamentos, planos, direções, caminhos etc.) e ritmos de movimento (lento, moderado e rápido) na construção do movimento dançado por meio de códigos e símbolos construídos coletivamente."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Reconhecer e refletir sobre direitos autorais compreendendo que toda produção tem uma autoria."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Reconhecer que existem soluções diferentes para o mesmo problema."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Demonstrar a capacidade de identificar quais tarefas são mais bem concluídas por seres humanos ou computadores."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria.";"Utilizar programas para criar, editar e guardar conteúdo digital em arquivos e pastas apropriadas."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria. (continuação) Classificar dispositivos digitais (nome de pastas e arquivos) de acordo com suas características, usos ou funcionalidades.";"Compreender que há uma gama de softwares e aplicativos para o mesmo hardware."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria. (continuação) Classificar dispositivos digitais (nome de pastas e arquivos) de acordo com suas características, usos ou funcionalidades.";"Analisar e refletir sobre cuidados com o meio digital, reconhecendo a vulnerabilidade de utilizar dados como endereço e nome completo na web ao se cadastrar em jogos, plataformas e outros sites."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria. (continuação) Classificar dispositivos digitais (nome de pastas e arquivos) de acordo com suas características, usos ou funcionalidades.";"Projetar soluções por meio da decomposição de um problema maior e criar uma sub-solução para cada uma dessas partes."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria. (continuação) Classificar dispositivos digitais (nome de pastas e arquivos) de acordo com suas características, usos ou funcionalidades.";"Identificar e propor novas maneiras de interação ou interface (entrada e saída) em dispositivos computacionais por meio de jogos educacionais e softwares."
"Educação Digital";"O educando e as tecnologias";"PENSAMENTO COMPUTACIONAL (PC)";"Conhecer e explorar os conceitos e estratégias relacionados ao Pensamento Computacional com criticidade e criatividade para auxiliar no processo de resolução de problemas do cotidiano, exercendo protagonismo e autoria. (continuação) Classificar dispositivos digitais (nome de pastas e arquivos) de acordo com suas características, usos ou funcionalidades.";"Compreender o conceito de variável e usar algoritmos para modificar seus valores a partir de softwares livres de programação e jogos."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Manusear diversos suportes textuais identificando os gêneros presentes e considerando sua função social."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Reconhecer, diferenciar e utilizar os diversos gêneros e os suportes textuais considerando sua função social."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Organizar e valorizar os diversos gêneros e os suportes textuais considerando sua função social."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Apreciar a leitura de diversos suportes textuais (mesmo que ainda não domine a leitura), estabelecendo preferências por gêneros, temas e autores."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Escolher suas leituras a partir de diversos suportes textuais, estabelecendo preferências por gêneros, temas e autores."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Ler e compreender textos literários de diferentes gêneros e extensões, inclusive aqueles sem ilustrações, estabelecendo preferências por gêneros, temas e autores."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Utilizar a biblioteca e os instrumentos tecnológicos em busca de informações e consultas, bem como consultar enciclopédias, jornais, revistas e livros (empréstimos de livros para leitura em casa etc.)."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Manusear e conhecer diversos suportes textuais considerando as condições de produção e circulação dos gêneros, e levantando hipóteses relativas ao assunto, sua finalidade e a quem se destina o texto que está sendo lido com o professor."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer diversos gêneros e suportes textuais e suas funções sociais considerando os modos de produção e circulação da escrita na sociedade.";"Escolher os textos que vai ler considerando as condições de produção e circulação, e levantando hipóteses relativas ao assunto, sua finalidade e a quem se destina o texto."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Manusear e explorar os diversos instrumentos e suportes presentes em nossa cultura."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Perceber as mudanças de instrumentos e suportes de escrita ao longo da história."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Usar com autonomia diversos instrumentos e suportes de escrita presentes em nossa cultura."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Reconhecer e utilizar os diversos instrumentos e suportes que favorecem a produção de escrita e sua veiculação na sociedade."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Utilizar softwares, inclusive programas de edição de texto, para editar e publicar os textos produzidos, explorando os recursos multissemióticos disponíveis."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Reconhecer que textos presentes em nossa cultura, em sua maioria, são lidos e escritos da esquerda para a direita e de cima para baixo da página."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Reconhecer que, apesar de os textos serem lidos e escritos da esquerda para a direita e de cima para baixo da página, existem gêneros que são construídos com outras organizações (poemas visuais, mangás, hipertextos etc.)."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Reconhecer e usar nome e sobrenome para a identificação de seus pertences, bem como em suas produções."
"Língua Portuguesa";"Comunicação e Expressão";"COMPREENSÃO E VALORIZAÇÃO DA CULTURA ESCRITA";"Conhecer os instrumentos e suportes de escrita (lápis, caneta, caderno, teclado) presentes nesta e em outras culturas e tempos.";"Usar nome e sobrenome para a identificação de suas produções compreendendo seu papel de autoria. Oralidade – Fala e escuta"
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Conhecer e valorizar a diversidade linguística.";"Ouvir gravações, canções, textos falados, assistir a vídeos em diferentes variantes linguísticas identificando características regionais, urbanas e rurais da fala, respeitando o falar dos diferentes grupos regionais ou das diferentes culturas locais e rejeitando preconceitos linguísticos."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Conhecer e valorizar a diversidade linguística.";"Ouvir gravações, canções, textos falados, assistir a vídeos em diferentes variantes linguísticas reconhecendo e respeitando o falar das diferentes regiões do Brasil e rejeitando preconceitos linguísticos."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Conhecer e valorizar a diversidade linguística.";"Compreender as influências linguísticas de outros países e dos povos indígenas na construção de nossa língua."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Participar das situações do cotidiano escolar, nas quais possa contar suas vivências, ouvi-las de outros, elaborar e responder perguntas, argumentar, dialogar, transmitir recados, recontar histórias etc., percebendo as várias formas de se comunicar reconhecendo e valorizando a fala como função social."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Participar de diversas situações de intercâmbio social, nas quais possa contar suas vivências, ouvi-las de outros, elaborar e responder perguntas, argumentar, dialogar, transmitir recados, recontar histórias etc."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Solicitar informações, apresentar opiniões, informar e relatar experiências."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Conhecer diferentes gêneros orais, inclusive virtuais, como possibilidades de comunicação e expressão."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Ampliar, gradativamente, suas possibilidades de comunicação e expressão, a partir de diferentes gêneros orais, inclusive virtuais."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Produzir oralmente diferentes gêneros, preocupando-se em ser compreendido pelo interlocutor: articulando bem as palavras, usando tom e ritmo adequados à situação social."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Planejar e produzir, em colaboração com os colegas e com ajuda do professor, entrevistas, curiosidades, dentre outros gêneros do campo investigativo, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/ assunto/finalidade do texto."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes.";"Planejar e produzir, em colaboração com os colegas e com ajuda do professor, relatos de experimentos, registros de observação, entrevistas, dentre outros gêneros do campo investigativo, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Perceber diferenças entre linguagem formal e não formal se apropriando do uso em diferentes situações."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Empregar gradativamente a linguagem formal participando de diferentes situações do seu uso."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Identificar os usos da língua como instrumento de divulgação de valores, raça, etnia, gênero, crença e classe social."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Identificar e analisar, criticamente, os usos da língua como instrumento de divulgação de valores, raça, etnia, gênero, crença e classe social."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Participar das interações cotidianas em sala de aula, escutando com atenção e compreensão."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Realizar tarefas cujo desenvolvimento dependa de escuta atenta e compreensão."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Escutar, com atenção, diferentes gêneros orais apresentados pelos colegas, formulando perguntas, fazendo comentários, solicitando esclarecimentos etc."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Recuperar as ideias principais em situações de escuta, a partir de problematizações feitas pelo professor."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Recuperar as ideias principais em situações de escuta de diversos gêneros orais (por exemplo: exposições, apresentações artísticas, palestras, entre outros)."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Reproduzir oralmente, com apoio de imagem, textos falados pelo professor (avisos, convites, receitas, regras etc.)."
"Língua Portuguesa";"Comunicação e Expressão";"ORALIDADE – FALA E ESCUTA";"Usar a língua para comunicar-se nas diferentes situações reconhecendo as variedades existentes. (continuação) Ouvir textos em linguagem formal e não formal identificando a função social de cada gênero.";"Recontar oralmente, com apoio de imagem, textos lidos pelo professor."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita.";"Escrever o próprio nome e utilizá-lo como referência para a escrita."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita.";"Reescrever individual ou coletivamente diferentes gêneros textuais de memória (adivinhas, cantigas, poemas, trava-línguas, rótulos, parlendas etc.)."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita.";"Identificar e estabelecer relação entre grafema/ fonema (letra/som) com correspondência sonora única ou com mais de uma correspondência sonora."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita.";"Estabelecer e compreender a relação entre grafema/fonema (letra/som) com mais de uma correspondência sonora."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Comparar palavras reconhecendo semelhanças e diferenças entre sons de sílabas iniciais, mediais e finais, percebendo gradativamente as diferentes possibilidades de organização das vogais e das consoantes na formação das sílabas dentro das palavras."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Segmentar oralmente palavras em sílabas."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Reconhecer unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras), identificando gradativamente as diferentes possibilidades de organização das vogais e das consoantes na formação das sílabas dentro das palavras."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Ler e escrever corretamente palavras considerando as diferentes possibilidades de organização das sílabas dentro das palavras7 ."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Segmentar palavras em sílabas e remover e/ou substituir sílabas iniciais, mediais ou finais para criar novas palavras."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Conhecer e compreender o alfabeto como base para se apropriar do sistema de escrita."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Compreender e se apropriar da base alfabética do sistema de escrita, ainda que não domine a ortografia plenamente."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Identificar e compreender características de regularidades ortográficas."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Conhecer irregularidades ortográficas."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Utilizar regularidades ortográficas em suas produções textuais."
"Língua Portuguesa";"Comunicação e Expressão";"APROPRIAÇÃO DO SISTEMA DE ESCRITA";"Desenvolver conhecimentos para a compreensão e a apropriação do sistema de escrita. (continuação) Perceber unidades fonológicas (sílabas, rimas, iniciais, mediais e terminações de palavras).";"Conhecer e fazer uso de irregularidades ortográficas da escrita."
