ComponenteCurricular;Eixo;UTE;SABER;APR
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais.";"Buscar pistas textuais simples, palavras-chave e outras enunciações, com e sem a ajuda do educador bilíngue para compreensão geral do texto e nas entrelinhas, ampliando assim o repertório de vocabulário."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais.";"Explorar e realizar antecipações simples diante de um tema apresentado."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais.";"Realizar antecipações mais elaboradas diante de um tema apresentado."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais. (continuação) Explorar e utilizar diferentes estratégias de leitura para alcançar sentido em outros textos propostos, com ajuda do educador bilíngue.";"Utilizar diferentes estratégias de leitura para alcançar sentido em outros textos propostos, com e sem ajuda do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais. (continuação) Explorar e utilizar diferentes estratégias de leitura para alcançar sentido em outros textos propostos, com ajuda do educador bilíngue.";"Estabelecer relação entre o conteúdo do texto ou história lida e os conhecimentos prévios, com mediação do educador bilíngue, ampliando significativamente o repertório."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais. (continuação) Explorar e utilizar diferentes estratégias de leitura para alcançar sentido em outros textos propostos, com ajuda do educador bilíngue.";"Explorar o caráter polissêmico de palavras em textos simples produzidos de acordo com o contexto de uso, com auxílio do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais. (continuação) Explorar e utilizar diferentes estratégias de leitura para alcançar sentido em outros textos propostos, com ajuda do educador bilíngue.";"Observar e explorar coletivamente, quando possível, a relação entre sinal e palavra, com mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Desenvolver estratégias de compreensão considerando o suporte, o gênero textual, o contexto e os conhecimentos prévios por meio da língua de sinais. (continuação) Explorar e utilizar diferentes estratégias de leitura para alcançar sentido em outros textos propostos, com ajuda do educador bilíngue.";"Refletir e discutir coletivamente, quando possível, a relação entre sinal e palavra, com mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Identificar, reconhecer e ler palavras do cotidiano (em placas, rótulos etc.) com e sem mediação, com vistas à ampliação de repertório e fluência, de forma gradativa."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Explorar, apreciar e aprender utilizar o dicionário de Língua Portuguesa, de Libras-Língua Portuguesa e de outras línguas (tanto orais quanto de sinais)."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Apreciar e explorar a leitura de histórias, com ou sem ilustrações, realizadas pelo educador bilíngue e/ou pares, vivenciando emoções, estabelecendo outras identificações e exercitando a fantasia, a imaginação e a construção imagética."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Explorar a leitura como fonte de informação, entretenimento, prazer e construção de conhecimento, com e sem a mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento, com e sem a mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Explorar e ler palavras simples em diferentes contextos, como listas, rotina, nomes, rótulos, placas e fachadas e em diferentes categorias semânticas."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Ler e compreender palavras, sentenças e frases simples, em diferentes contextos e categorias semânticas, com e sem a mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Explorar e participar de contações de histórias em Libras e aos conteúdos dos textos por meio de imagens e vídeos no momento da leitura."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Participar de contações de histórias em Libras e aos conteúdos dos textos por meio de imagens e vídeos no momento da leitura, sendo esta realizada pelo educador bilíngue, pares e o próprio educando."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Ler, reconhecer e identificar o próprio nome, o nome do educador bilíngue, dos demais colegas da turma e de familiares."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Ler e reconhecer o próprio nome completo e outros nomes relacionados ao seu cotidiano."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Explorar e participar de rodas de contações de histórias em Libras acessando os conteúdos escritos no momento da leitura."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais.";"Contar histórias em Libras acessando os conteúdos escritos no momento da leitura, com e sem a mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Explorar e mobilizar o repertório para antecipar os elementos de uma história, com a mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Identificar e mobilizar com autonomia o repertório para antecipar os elementos de uma história."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Explorar e localizar palavras em histórias e textos produzidos pela turma."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Identificar palavras em histórias e textos produzidos pela turma, com e sem a mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Visualizar a leitura de textos com base na utilização de diferentes ilustrações e/ou imagens."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Levantar as ideias principais do texto para organizá-las em sequência lógica, por meio da Libras, com mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Levantar as ideias principais do texto para organizá-las em sequência lógica, por meio da Libras, ampliando significativamente os desafios."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Observar e conhecer diferentes possibilidades do uso da escrita como uma das expressões da língua, com mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Reconhecer diferentes possibilidades do uso da escrita como uma das expressões da língua."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Escolher livros em rodas, cantos de leitura, orientando-se por diferentes critérios e informações, a partir da mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Conhecer, reconhecer e utilizar gradativamente diferentes ambientes/espaços de leitura dentro e fora do contexto escolar, com mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Participar e reconhecer que a Libras e a Língua Portuguesa são línguas com estruturas diferentes, uma vez que são duas línguas diferentes, com base nas diversas interações na classe bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Observar e acompanhar a produção sinalizada realizada pelo educador bilíngue e colegas surdos, a partir da leitura de textos como: poema, haicai, acróstico, entre outros."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Ler e acompanhar a produção sinalizada realizada pelo educador bilíngue e colegas surdos, com base na leitura de textos como: poema, haicai, acróstico, entre outros, ampliando gradativamente o repertório de vocabulário."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Observar e reconhecer uma história contada por meio de recursos multimodais e/ou relato do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Identificar os conceitos que envolvem uma história contada por meio de recursos multimodais e/ou relato do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Reconhecer a possibilidade de uso da escrita como umas das expressões da língua e da linguagem. Com base no texto lido, estabelecer diálogos em Libras em diferentes contextos, ampliando gradativamente o repertório e o vocabulário."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Explorar e conhecer diferentes histórias infantis da literatura surda e contos da cultura surda com ou sem mediação do educador bilíngue.";"Acompanhar e visualizar a produção sinalizada com base na leitura de textos literários diversos realizada pelo educador bilíngue e colegas surdos, apresentando a diversidade de culturas, identificando a especificidade de sua organização interna e ampliando assim gradativamente os desafios."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Participar de rodas de conversa baseadas em leitura de textos, de modo a poder expressar comentários, opiniões e dúvidas."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Participar e interagir, de forma mais intensa e com repertório linguístico mais ampliado, de rodas de conversa baseadas em leitura de textos, de modo a poder expressar comentários, opiniões e dúvidas."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Conhecer, observar e perceber diferenças entre histórias tradicionais e contos da cultura surda e ouvinte, com auxílio e mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Reconhecer, perceber e recontar diferenças entre histórias tradicionais e contos da cultura surda e da cultura ouvinte."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Identificar partes do texto, quando solicitado, por meio da exploração de alguns aspectos linguísticos e gráficos, ampliando gradativamente o repertório e os desafios propostos, com mediação do educador bilíngue."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Vivenciar e observar trocas de informações sobre a leitura de um livro (assunto, título, autor etc.), aprendendo a respeitar a vez de cada pessoa nos momentos de rodas de conversa e leitura."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Participar de forma mais ativa de trocas de informações sobre a leitura de um livro (assunto, título, autor etc.), respeitando a vez de cada pessoa nos momentos de rodas de conversa e leitura."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Observar e acompanhar a leitura/produção sinalizada de outrem com base em diferentes gêneros, ampliando gradativamente o repertório sinalizado."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Conhecer estruturas composicionais de gêneros como: diálogo de chats, e-mails, redes sociais etc."
"Libras";"Surdo — Libras";"LEITURA E RECEPÇÃO";"Compreender a leitura como fonte de informação, entretenimento, prazer e construção do conhecimento por meio da língua de sinais. (continuação) Acompanhar e visualizar a produção sinalizada com base na leitura, realizada por outros, de textos da esfera jornalística (notícias e manchetes), de forma impressa e/ou eletrônica, que abordem a temática das diferentes representações sociais, de modo a refletir e respeitar as diversidades cultural e social.";"Reconhecer e utilizar estruturas composicionais de gêneros como diálogo de chats, e-mails, redes sociais etc."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Observar e participar da construção de textos coletivos com base em experiências desenvolvidas em sala de aula, tendo o educador bilíngue como escriba."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Participar com autonomia da construção de textos coletivos e individuais com base em experiências desenvolvidas em sala de aula com ou sem a mediação do educador bilíngue."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Registrar aprendizagens, experiências e vivências por meio de desenhos e produções escritas."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Familiarizar-se com a escrita por meio de várias formas de registro, recursos e materiais (individual, coletivo, espontâneo, desenhos, imagens etc.)."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Utilizar a escrita por meio de várias formas de registro, recursos e materiais (individual, coletivo, espontâneo, desenhos, imagens etc.)."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Conhecer e reconhecer a função social da escrita da Língua Portuguesa."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Compreender e utilizar a escrita como função social da Língua Portuguesa."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Reconhecer e escrever o nome próprio e utilizá-lo como referência para a escrita."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Escrever o nome próprio completo e utilizá-lo como referência para a escrita."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Explorar e conhecer, com apoio do educador bilíngue, o nome de colegas e familiares e vocabulários relacionados."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Reconhecer e escrever, com apoio do educador, o nome de colegas e familiares e o vocabulário trabalhado."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Analisar e explorar semelhanças e diferenças entre os nomes dos colegas, considerando indícios de diferentes naturezas, como extensão dos nomes, letras iniciais e finais, quantidade de palavras, presença ou ausência de alguma letra medial, entre outros aspectos."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Analisar e registrar por escrito semelhanças e diferenças entre os nomes dos colegas, considerando indícios de diferentes naturezas, como extensão dos nomes, letras iniciais e finais, quantidade de palavras, presença ou ausência de alguma letra medial, entre outros aspectos."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Explorar e conhecer, com auxílio do educador e dos pares, calendário, listas, cardápios e rotina do dia."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Produzir, com ou sem o auxílio do educador e pares, calendário, listas, cardápios e rotina do dia. Individualmente ou em grupo, explorar e registrar, tendo o educador como escriba, listas de palavras, títulos de livros, entre outros, consultando referenciais estáveis, como a lista da turma, cartazes e outros suportes."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Escrever listas de palavras contextualizadas, textos curtos, textos de memória, títulos de livros, entre outros, consultando referenciais estáveis."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Observar e participar da construção de textos coletivos com base em experiências desenvolvidas na classe bilíngue, tendo o educador bilíngue como mediador e escriba."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Participar da construção e do registro de textos coletivos, individuais, em dupla e autonomamente com base em experiências desenvolvidas em sala de aula, com auxílio do educador bilíngue."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Conhecer, explorar e registrar, tendo o educador bilíngue como escriba, a estrutura composicional de textos presentes nas rotinas escolar e social (calendário, agenda, convites, regras de jogos e brincadeiras, entre outros)."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia.";"Reconhecer e registrar, com ou sem a mediação do educador bilíngue, a estrutura composicional de textos presentes nas rotinas escolar e social (calendário, agenda, convites, regras de jogos e brincadeiras, entre outros)."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia. (continuação) Observar, explorar e registrar coletivamente características de personagens, enredo, cenário, tempo e espaço de contos lidos e mediados pelo educador bilíngue, tendo este como escriba.";"Analisar e registrar, com ou sem a mediação do educador ou de pares, elementos de uma narrativa como personagens, enredo, cenário, tempo e espaço."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia. (continuação) Observar, explorar e registrar coletivamente características de personagens, enredo, cenário, tempo e espaço de contos lidos e mediados pelo educador bilíngue, tendo este como escriba.";"Observar e explorar coletivamente histórias e relatos feitos pelo educador, por meio de recursos e multimodais, com mediação e registros do educador bilíngue."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia. (continuação) Observar, explorar e registrar coletivamente características de personagens, enredo, cenário, tempo e espaço de contos lidos e mediados pelo educador bilíngue, tendo este como escriba.";"Analisar e registrar em grupo, em dupla ou individualmente histórias e relatos feitos pelo educador, por meio de recursos e multimodais, com mediação do educador bilíngue."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia. (continuação) Observar, explorar e registrar coletivamente características de personagens, enredo, cenário, tempo e espaço de contos lidos e mediados pelo educador bilíngue, tendo este como escriba.";"Observar e levantar hipóteses em relação à escrita de palavras e suas relações com outras palavras, com base em um contexto, pela mediação do educador bilíngue."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia. (continuação) Observar, explorar e registrar coletivamente características de personagens, enredo, cenário, tempo e espaço de contos lidos e mediados pelo educador bilíngue, tendo este como escriba.";"Explorar e registrar coletivamente listas de palavras de diferentes campos semânticos e contextos, tendo o educador bilíngue como escriba."
"Libras";"Surdo — Libras";"PRODUÇÃO ESCRITA";"Produzir textos com coerência e coesão adequados aos seus interlocutores e aos objetivos a que se propõe, considerando o gênero textual e respeitando a produção textual própria e alheia. (continuação) Observar, explorar e registrar coletivamente características de personagens, enredo, cenário, tempo e espaço de contos lidos e mediados pelo educador bilíngue, tendo este como escriba.";"Registrar, individual e coletivamente, listas de palavras de diferentes campos semânticos e contextos, avançando de modo gradativo no reconhecimento e uso dos léxicos."
